"rotten_tomatoes_link","critic_name","top_critic","publisher_name","review_type","review_score","review_date","review_content","letter_grade","numeric_score","binary_score_numeric","normalized_score"
"m/house_of_yes","","False","Film4","Fresh","","2008-11-21","A fierce piece of farce and sharp as a kitchen knife.",NA,NA,1,NA
"m/house_party","","True","Entertainment Weekly","Fresh","","1990-03-09","","B+",7,1,0.444501530470709
"m/house_party","","False","TV Guide","Fresh","3/4","2007-07-18","Crude and cartoony but hypnotic in its infectious energy, this low-budget comedy about a night in the lives of some black teenagers is an auspicious debut from brothers Reginald (directing) and Warrington (producing) Hudlin.",NA,7.5,1,0.660878606051666
"m/house_party","","True","Time Out","Fresh","","2007-08-16","Clearly this is no masterpiece, but as its US reception indicated, it is a product overdue in the market, and it compares well with its anaemic counterparts.",NA,NA,1,NA
"m/house_party_2","","True","Entertainment Weekly","Rotten","","1991-10-23","","C",3,0,-1.28651507417694
"m/house_that_dripped_blood","","False","Film4","Fresh","","2003-11-25","One of the best of the Amicus portmanteau films, this relies on Robert Bloch's superior scripting abilities to fashion a chilling atmosphere of terror that has dated extremely well.",NA,NA,1,NA
"m/house_that_dripped_blood","","False","TV Guide","Fresh","2.5/4","2007-12-10","Skillfully written by Bloch and boasting an excellent cast, this omnibus is a bit better than most and was the feature debut of television director Peter Duffell, who wound up returning to small-screen work.",NA,6.25,1,0.119935917099275
"m/houseguest","","False","TV Guide","Rotten","1/4","2009-08-12","Comedy at its most formulaic.",NA,2.5,0,-1.5028921497579
"m/housesitter","","True","Entertainment Weekly","Rotten","","1992-06-12","","C-",2,0,-1.71926922533885
"m/how_do_you_know","","False","National Post","Rotten","2/4","2010-12-25","",NA,5,0,-0.421006771853116
"m/how_green_was_my_valley","","False","Film4","Fresh","","2008-01-30","A complex account of family life and strife that takes in traumas, hardships, romances, conflicts and the odd happy moment without ever sentimentalizing or becoming unbelievable.",NA,NA,1,NA
"m/how_high","","False","E! Online","Rotten","","2001-12-21","Cheech and Chong they ain't.",NA,NA,0,NA
"m/how_high","","False","Film Threat","Rotten","1/5","2005-12-06","",NA,2,0,-1.71926922533885
"m/how_stella_got_her_groove_back","","True","Entertainment Weekly","Rotten","","1998-08-14","","C-",2,0,-1.71926922533885
"m/how_stella_got_her_groove_back","","False","E! Online","Fresh","","2000-01-01","In the best role since her Tina turn in What's Love Got to Do With It, Bassett is terrific and looks incredible in sexy swimsuits, jogging gear and evening wear.","B+",7,1,0.444501530470709
"m/how_the_grinch_stole_christmas","","False","BeatBoxBetty.com","Fresh","","2000-01-01","Makes for a nice holiday treat.",NA,NA,1,NA
"m/how_the_grinch_stole_christmas","","False","E! Online","Rotten","","2000-01-01","This trip to Whoville is barely worth going out of your way.",NA,NA,0,NA
"m/how_the_grinch_stole_christmas","","True","Time Out","Fresh","","2006-06-24","This cinematic candy floss honours the Seussian universe by satirising our own. And Carrey's comic tornado of a performance is a triumph.",NA,NA,1,NA
"m/how_the_west_was_won","","True","New York Times","Rotten","","2005-05-09","It should be called ""How the West Was Done-to Death.""",NA,NA,0,NA
"m/how_to_deal","","False","E! Online","Rotten","","2003-07-18","This just ain't worth dealing with.","F",0,0,-2.58477752766268
"m/how_to_deal","","False","Hartford Courant","Rotten","2/4","2003-07-19","",NA,5,0,-0.421006771853116
"m/how_to_deal","","False","Reel.com","Rotten","2.5/4","2003-07-22","",NA,6.25,0,0.119935917099275
"m/how_to_lose_a_guy_in_10_days","","False","San Diego Union-Tribune","Rotten","","2003-02-07","Should be retitled How to Lose a Movie in 10 Minutes.",NA,NA,0,NA
"m/how_to_lose_a_guy_in_10_days","","False","E! Online","Rotten","","2003-02-07","If Kate Hudson and Matthew McConaughey weren't so darn easy on the eyes, the only thing this 'battle of the sexes' film would be losing is its audience.","C+",4,0,-0.853760923015028
"m/how_to_lose_a_guy_in_10_days","","False","Hollywood.com","Fresh","3/4","2003-02-17","",NA,7.5,1,0.660878606051666
"m/how_to_lose_a_guy_in_10_days","","False","Empire Magazine","Fresh","3/5","2003-11-02","",NA,6,1,0.0117473793087968
"m/how_to_lose_a_guy_in_10_days","","False","Apollo Guide","Fresh","72/100","2004-05-29","",NA,7.2,1,0.531052360703092
"m/how_to_lose_friends_and_alienate_people","","False","The Sun (UK)","Fresh","3/5","2008-10-03","Too often, though, director Robert Weide resorts to the horribly hackneyed gag.",NA,6,1,0.0117473793087968
"m/how_to_lose_friends_and_alienate_people","","False","Bullz-Eye.com","Fresh","3.5/5","2008-10-18","",NA,7,1,0.444501530470709
"m/how_to_lose_friends_and_alienate_people","","False","National Post","Rotten","2/4","2008-10-18","",NA,5,0,-0.421006771853116
"m/how_to_make_an_american_quilt","","True","USA Today","Fresh","3.5/4","2000-01-01","Despite its hard-sell coming attraction and pot-smoking granny singing rock oldies, How to Make an American Quilt turns out to be a wealth of old-style Hollywood magic.",NA,8.75,1,1.20182129500406
"m/how_to_make_an_american_quilt","","False","Film4","Fresh","","2016-08-02","Even rough, tough boys will be seduced by this immensely likeable film.",NA,NA,1,NA
"m/how_to_make_an_american_quilt","","False","TV Guide","Fresh","3/5","2016-08-02","Contrived? Sure. Predictable? Mostly. Soapy? You bet. But with a cast like this, who cares?",NA,6,1,0.0117473793087968
"m/how_to_marry_a_millionaire","","False","TV Guide","Fresh","3/4","2014-08-29","The CinemaScope process was well used here, with panoramic shots of Manhattan accompanied by Newman's entire orchestra performing his composition Street Scene in prolog and epilog shots.",NA,7.5,1,0.660878606051666
"m/how_to_murder_your_wife","","True","TIME Magazine","Fresh","","2011-05-09","A nimble comedy that doesn't make much sense because it makes nonsense, most of it screechingly funny and played by knockabouts who know that the slapstick was invented for keeping an idea aloft, not for beating it into the ground.",NA,NA,1,NA
"m/how_to_murder_your_wife","","False","TV Guide","Fresh","3.5/4","2011-05-09","This dated comedy is saved by Lemmon's comedic genius which eschews macho.",NA,8.75,1,1.20182129500406
"m/how_to_survive_a_plague","","True","Daily Telegraph (UK)","Fresh","4/5","2013-11-07","It's no whitewash: important activists from the era admit how much time was lost through internecine squabbling, as well as the struggles they faced against the pitiless anti-gay rhetoric of their political opponents.",NA,8,1,0.877255681632622
"m/how_to_train_your_dragon","","False","Daily Record (UK)","Fresh","4/5","2010-04-02","Think of the fun, wit and exhilaration of Kung Fu Panda meeting the utter charm and cleverness of Cloudy With A Chance Of Meatballs and you've got How To Train Your Dragon.",NA,8,1,0.877255681632622
"m/how_to_train_your_dragon","","False","Scotsman","Fresh","4/5","2014-12-08","Beautifully crafted and effortlessly entertaining, this is an unexpected triumph.",NA,8,1,0.877255681632622
"m/howard_the_duck","","False","TV Guide","Rotten","1.5/4","2007-04-25","Everyone concerned with this should have been seated on a ducking stool and drenched.",NA,3.75,0,-0.961949460805507
"m/howard_the_duck","","False","Total Film","Rotten","2/5","2014-07-09","As the film shifts from drab, duck-out-of-water comedy to madcap chase caper, things modestly improve.",NA,4,0,-0.853760923015028
"m/howard_zinn_you_cant_be_neutral_on_a_moving_train","","False","E! Online","Fresh","","2004-07-23","A nice companion piece to Fahrenheit 9/11, this moving Train will only feed the country's election-year interest in politics.","A-",8,1,0.877255681632622
"m/howards_end","","False","Film4","Fresh","","2005-02-23","Top notch period drama that stimulates eye and mind. Performances are as good as you'd expect from the quality cast and it's to the credit of all involved that much here remains resonant and relevant.",NA,NA,1,NA
"m/howards_end","","False","TV Guide","Fresh","3.5/5","2016-08-24","An elegant, if bland reworking of Forster's classic 1910 novel.",NA,7,1,0.444501530470709
"m/howards_end","","False","People Magazine","Fresh","","2016-08-24","Thompson, radiating intelligence, shines as a woman who marries in desperation and repents at leisure.",NA,NA,1,NA
"m/howls_moving_castle","","False","Hartford Courant","Fresh","4/5","2005-06-17","",NA,8,1,0.877255681632622
"m/howls_moving_castle","","False","Total Film","Fresh","4/5","2013-11-19","Prepare to be dazzled: Hayao Miyazaki is back.",NA,8,1,0.877255681632622
"m/hubble_3d","","False","National Post","Rotten","2.5/4","2010-03-19","",NA,6.25,0,0.119935917099275
"m/hudson_hawk","","True","Entertainment Weekly","Rotten","","1991-05-24","","F",0,0,-2.58477752766268
"m/hudsucker_proxy","","True","Entertainment Weekly","Rotten","","1994-01-01","","C",3,0,-1.28651507417694
"m/hudsucker_proxy","","False","TV Guide","Fresh","3/4","2007-11-06","An impressive technical achievement--the period New York sets are to die for -- and its version of the invention of the hula-hoop is a comic highlight.",NA,7.5,1,0.660878606051666
"m/hugh_hefner_playboy_activist_and_rebel","","True","CNN.com","Fresh","","2010-08-23","The film humanizes Hefner in a way no one has attempted to do before on the big screen.",NA,NA,1,NA
"m/hugh_hefner_playboy_activist_and_rebel","","True","New York Magazine/Vulture","Fresh","","2010-08-23","He may be something of a punch line nowadays, but Hugh Hefner was once a genuine force for social change, and this lively, candid doc reclaims the controversial and charming magazine and lifestyle mogul as a piece of living history.",NA,NA,1,NA
"m/hugo","","True","USA Today","Fresh","3.5/4","2011-11-20","A wondrous blend of fantasy and mystery that will appeal to adults as well as children.",NA,8.75,1,1.20182129500406
"m/hugo","","False","Liverpool Echo","Fresh","","2011-12-02","The on-screen craftsmanship is impeccable, from Robert Richardson's stunning cinematography to Dante Ferretti's production design and Sandy Powell's costumes.",NA,NA,1,NA
"m/hulk","","False","Orlando Weekly","Rotten","1.5/5","2003-06-20","Come back, Daredevil; all is forgiven.",NA,3,0,-1.28651507417694
"m/hulk","","False","Hartford Courant","Fresh","3.5/4","2003-07-16","",NA,8.75,1,1.20182129500406
"m/human_stain","","False","Baltimore Sun","Fresh","3/4","2003-11-01","",NA,7.5,1,0.660878606051666
"m/human_stain","","False","Hartford Courant","Rotten","2.5/4","2003-11-14","",NA,6.25,0,0.119935917099275
"m/human_stain","","False","Sunday Times (Australia)","Fresh","4/5","2004-03-16","",NA,8,1,0.877255681632622
"m/human_stain","","False","Film Threat","Fresh","4/5","2005-12-06","",NA,8,1,0.877255681632622
"m/human_stain","","False","Empire Magazine","Fresh","3/5","2006-04-01","",NA,6,1,0.0117473793087968
"m/human_traffic","","False","Reel.com","Fresh","3.5/4","2000-01-01","",NA,8.75,1,1.20182129500406
"m/human_traffic","","True","Entertainment Weekly","Rotten","","2000-05-05","","C",3,0,-1.28651507417694
"m/human_traffic","","True","BBC.com","Rotten","2/5","2001-04-17","",NA,4,0,-0.853760923015028
"m/human_traffic","","True","Globe and Mail","Rotten","2.5/4","2002-03-22","",NA,6.25,0,0.119935917099275
"m/human_traffic","","False","Film Threat","Fresh","3.5/5","2002-12-08","",NA,7,1,0.444501530470709
"m/human_traffic","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/humpday","","False","National Post","Fresh","3/4","2009-07-10","",NA,7.5,1,0.660878606051666
"m/humpday","","False","Bullz-Eye.com","Fresh","3/5","2010-01-20","",NA,6,1,0.0117473793087968
"m/hunger_2008","","False","Total Film","Fresh","4/5","2008-10-30","No sides are taken: each man's arguments are given due weight and it's clear why, despite mutual respect, there's a gulf between them.",NA,8,1,0.877255681632622
"m/hunger_2008","","False","The Sun (UK)","Fresh","4/5","2008-10-31","Whatever your opinion, there is no denying McQueen packs more powerful imagery into his feature-length debut than most directors manage in a lifetime.",NA,8,1,0.877255681632622
"m/hunky_dory","","False","Liverpool Echo","Fresh","","2012-03-02","The trials and tribulations are familiar and the resolution predictable, but the film has a sweetness and sincerity that's charming.",NA,NA,1,NA
"m/hunt_for_red_october","","False","TV Guide","Rotten","2/4","2015-02-11","In spite of the high level of talent on board and at the helm, The Hunt for Red October is a heavy-duty mediocrity, sluggish, unwieldy, and instantly forgettable.",NA,5,0,-0.421006771853116
"m/hurricane_streets","","True","Entertainment Weekly","Fresh","","1997-01-21","","B+",7,1,0.444501530470709
"m/hurricane_streets","","False","Film Threat","Fresh","3.5/5","2002-12-08","",NA,7,1,0.444501530470709
"m/hurricane_streets","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/hurry-sundown","","False","TV Guide","Rotten","1/4","2013-05-08","Preminger always seemed to attract heavyweight actors for lightweight films.",NA,2.5,0,-1.5028921497579
"m/hurry-sundown","","True","TIME Magazine","Rotten","","2013-05-08","Hurry Sundown is a gigantic masquerade in which the participants put on two things: a Southern accent and the audience.",NA,NA,0,NA
"m/hushhush_sweet_charlotte","","False","TV Guide","Fresh","3.5/5","2005-10-29","Davis has some authentic, poignant moments, before all hell breaks loose.",NA,7,1,0.444501530470709
"m/hushhush_sweet_charlotte","","True","TIME Magazine","Rotten","","2016-10-17","Aldrich piles on a series of scream-in-the-night shocks, the better to batten a script strikingly short of sneakier surprises.",NA,NA,0,NA
"m/hustle_and_flow","","True","Houston Chronicle","Fresh","3/4","2005-07-22","This is Howard's show. His DJay is intense, with blue sky dreams other than pimping and living in Memphis.",NA,7.5,1,0.660878606051666
"m/hustle_and_flow","","False","Baltimore Sun","Fresh","3/4","2005-07-23","",NA,7.5,1,0.660878606051666
"m/hustle_and_flow","","False","Bullz-Eye.com","Fresh","4/5","2005-07-23","",NA,8,1,0.877255681632622
"m/hustle_and_flow","","False","Empire Magazine","Fresh","4/5","2006-04-01","",NA,8,1,0.877255681632622
"m/hustler","","False","TV Guide","Fresh","4.5/5","2003-07-30","Not to be missed.",NA,9,1,1.31000983279453
"m/hustler","","True","Variety","Rotten","","2007-03-21","The Hustler belongs to that school of screen realism that allows impressive performances but defeats the basic goal of pure entertainment.",NA,NA,0,NA
"m/hustler","","True","TIME Magazine","Fresh","","2008-08-03","Newman is better than usual; Gleason, as the slit-mouthed, beady-eyed Minnesota Fats, darts among the shabby little pool sharks like an improbably agile and natty whale; and Gambler Scott looks as though he could sell hot-air heat to the devil.",NA,NA,1,NA
"m/hustler","","False","Film4","Fresh","4.5/5","2008-08-03","Director Rossen presses all the right buttons in this classic dark masterpiece, and the atmosphere of the pool halls is brilliantly conveyed by Shufton's black-and-white CinemaScope photography.",NA,9,1,1.31000983279453
"m/hustler","","False","Bullz-Eye.com","Fresh","5/5","2011-05-28","",NA,10,1,1.74276398395645
"m/hybrid_2001","","False","Orlando Weekly","Fresh","","2002-01-29","This dark, brooding fantasia on man and nature is a film that sometimes plods, but it often plows rich soil, in a manner as unique and mysterious as its subjects.",NA,NA,1,NA
"m/hybrid_2001","","False","Film Threat","Fresh","3/5","2005-12-06","",NA,6,1,0.0117473793087968
"m/hyde_park_on_hudson","","False","Total Film","Fresh","3/5","2012-10-17","More a King's Speech footnote than a sequel, Park only flies when Bill's centre stage.",NA,6,1,0.0117473793087968
"m/hype","","False","TV Guide","Fresh","3/5","2015-03-18","Four years ago, Seattle was where the home of the Space Needle. Now it's a rock 'n' roll mecca: You may ask yourself -- how did we get here? And filmmaker Doug Pray has an answer.",NA,6,1,0.0117473793087968
"m/hysteria_2012","","False","Austin Chronicle","Rotten","2.5/5","2012-06-16","",NA,5,0,-0.421006771853116
"m/hysteria_2012","","False","The Sun (UK)","Rotten","2/5","2012-09-20","Sadly, a decent cast, including Maggie Gyllenhaal, Jonathan Pryce and Hugh Dancy, are constrained by a safe script when a spot of wild abandon was required.",NA,4,0,-0.853760923015028
"m/i_am_a_fugitive_from_a_chain_gang","","False","TV Guide","Fresh","5/5","2000-01-01","One of the toughest movies ever made, an uncompromising and frightening film that lays bare the inhuman conditions of the penal system in post-WWI Georgia.",NA,10,1,1.74276398395645
"m/i_am_a_fugitive_from_a_chain_gang","","False","Film4","Fresh","","2003-05-24","A searing Oscar-nominated performance from Paul Muni as the desperate James Allen and powerful uncompromising direction ensure that this film is as harrowing and vital today as it ever was.",NA,NA,1,NA
"m/i_am_a_fugitive_from_a_chain_gang","","True","Time Out","Fresh","","2006-02-09","Muni gives a brilliant performance as a regular guy wrongly convicted of murder and subjected to the hardships and beatings of a dehumanising chain gang regime.",NA,NA,1,NA
"m/i_am_ali","","True","London Evening Standard","Fresh","3/5","2014-11-28","Lewins hardly re-invents the wheel with her dutiful documentary, but the opening dialogue - between Ali, and his young daughter, Maryum - does make you shiver.",NA,6,1,0.0117473793087968
"m/i_am_david","","False","Empire Magazine","Fresh","3/5","2006-04-01","",NA,6,1,0.0117473793087968
"m/i_am_divine","","True","Los Angeles Times","Fresh","","2013-10-31","Schwarz understands Divine, a heroine to outsiders, and Glenn, who took the persona as far as he could and was ready for new roles. His film's celebratory pizazz suits them both.",NA,NA,1,NA
"m/i_am_legend","","False","The Sun (UK)","Fresh","3/5","2007-12-28","The actor's natural charisma carries the movie in I Am Legend, a film in which Smith is left talking to himself most of the time.",NA,6,1,0.0117473793087968
"m/i_am_legend","","False","Reel.com","Fresh","3.5/4","2008-10-18","",NA,8.75,1,1.20182129500406
"m/i_am_love","","True","New York Daily News","Fresh","4/5","2010-06-20","Despite its flaws -- including an oddly unwieldy finish -- this is an epic project, crafted with intimate precision.",NA,8,1,0.877255681632622
"m/i_am_love","","False","Arkansas Democrat-Gazette","Fresh","87/100","2010-08-10","... there are times that Guadagnino's symbolic imagery takes on the risible baroqueness of an extremely well-made Duran Duran video. Yet through it all, Swinton is impeccable, and maybe ostentatiously brave.",NA,8.7,1,1.18018358744596
"m/i_am_number_four","","False","Birmingham Post","Fresh","3/5","2011-02-23","There's a cute dog, and it does get quite exciting in parts, especially when monsters appear near the end.",NA,6,1,0.0117473793087968
"m/i_am_sam","","False","E! Online","Fresh","","2001-12-28","Nelson teeters on the verge of making this sweeter than a grande latte (with caramel), but Penn is restrained and top-notch.",NA,NA,1,NA
"m/i_am_sam","","False","BeatBoxBetty.com","Rotten","","2002-01-25","When Rita enters the picture, the whole thing falls apart.",NA,NA,0,NA
"m/i_am_sam","","False","Apollo Guide","Rotten","64/100","2004-03-16","",NA,6.4,0,0.184849039773562
"m/i_am_sam","","False","Film Threat","Rotten","1/5","2005-12-06","",NA,2,0,-1.71926922533885
"m/i_am_sam","","False","Empire Magazine","Rotten","2/5","2006-12-30","",NA,4,0,-0.853760923015028
"m/i_am_trying_to_break_your_heart","","False","TV Guide","Fresh","3.5/5","2002-08-05","Features tons of entertaining footage of the band in the studio as well as an enlightening commentary from music critics Greg Kot and David Frick.",NA,7,1,0.444501530470709
"m/i_am_trying_to_break_your_heart","","False","E! Online","Fresh","","2002-08-05","The glimpse into the creative process and the straightforward live performances give the film more rock and less talk.","B+",7,1,0.444501530470709
"m/i_am_trying_to_break_your_heart","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/i_bury_the_living","","False","Film Threat","Fresh","3.5/5","2002-12-08","",NA,7,1,0.444501530470709
"m/i_bury_the_living","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/i_capture_the_castle","","False","E! Online","Fresh","","2003-07-11","All of the performances are engaging -- especially from Romola Garai -- and translate the book's appeal warmly.","B+",7,1,0.444501530470709
"m/i_capture_the_castle","","False","Sunday Times (Australia)","Fresh","3/4","2003-07-16","",NA,7.5,1,0.660878606051666
"m/i_capture_the_castle","","False","Hartford Courant","Rotten","2.5/4","2003-07-25","",NA,6.25,0,0.119935917099275
"m/i_capture_the_castle","","False","Empire Magazine","Fresh","3/5","2003-12-19","",NA,6,1,0.0117473793087968
"m/i_capture_the_castle","","False","Film Threat","Fresh","3/5","2005-12-06","",NA,6,1,0.0117473793087968
"m/i_capture_the_castle","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/i_confess","","False","Film4","Fresh","","2003-05-24","Occupied the top spot on their Hitchcock chart in its time, but has since been usurped in the minds of contemporary critics by the filmmaker's later, slicker productions.",NA,NA,1,NA
"m/i_confess","","True","TIME Magazine","Fresh","","2008-08-24","A good, workmanlike thriller, I Confess is only fair-to-middling Hitchcock.",NA,NA,1,NA
"m/i_confess","","False","TV Guide","Fresh","3/4","2008-08-24","Less than great, but still intriguing.",NA,7.5,1,0.660878606051666
"m/i_give_it_a_year","","False","Scotsman","Rotten","2/5","2013-02-04","Alas, this is neither edgy nor funny enough.",NA,4,0,-0.853760923015028
"m/i_got_the_hookup","","False","E! Online","Rotten","","2000-01-01","A fairly dreadful comedy.",NA,NA,0,NA
"m/i_heart_huckabees","","False","E! Online","Fresh","","2004-10-01","We're more in like with Huckabees, than in love.","B-",5,1,-0.421006771853116
"m/i_heart_huckabees","","False","Sunday Times (Australia)","Fresh","3.5/5","2004-10-01","",NA,7,1,0.444501530470709
"m/i_heart_huckabees","","False","Hartford Courant","Fresh","3/4","2004-10-29","",NA,7.5,1,0.660878606051666
"m/i_heart_huckabees","","False","Baltimore Sun","Rotten","2.5/4","2004-10-31","",NA,6.25,0,0.119935917099275
"m/i_heart_huckabees","","False","Sunday Times (Australia)","Fresh","3.5/5","2004-12-20","",NA,7,1,0.444501530470709
"m/i_heart_huckabees","","False","Film Threat","Rotten","2.5/5","2005-12-06","",NA,5,0,-0.421006771853116
"m/i_heart_huckabees","","False","Film Threat","Rotten","1/5","2005-12-06","",NA,2,0,-1.71926922533885
"m/i_know_where_im_going","","False","TV Guide","Fresh","4.5/5","2003-07-30","",NA,9,1,1.31000983279453
"m/i_know_who_killed_me","","False","Total Film","Rotten","1/5","2013-06-05","An unintentionally hilarious cross between Basic Instinct and The Parent Trap.",NA,2,0,-1.71926922533885
"m/i_like_it_like_that","","True","Entertainment Weekly","Fresh","","1994-10-14","","B+",7,1,0.444501530470709
"m/i_love_trouble","","False","Film4","Rotten","","2014-06-17","Not even Roberts' trademark luminescence can save this one.",NA,NA,0,NA
"m/i_love_you_again","","True","TIME Magazine","Fresh","","2017-10-25","The reappearance of cinema's No. 1 man-&-wife team results in split-second timing of some of the sauciest dialogue since the Hays office eased the ban on innuendo.",NA,NA,1,NA
"m/i_love_you_man","","False","Empire Magazine","Fresh","3/5","2009-04-17","An amusing scenario gets a big boost from winning performances all round - which lift it well above other bride vs. buddy 'triangle' japes like, say, You, Me And Dupree.",NA,6,1,0.0117473793087968
"m/i_love_you_man","","False","The Sun (UK)","Fresh","4/5","2009-04-17","A female audience is sure to warm to him, while lads will enjoy the graphic sex and fart gags.",NA,8,1,0.877255681632622
"m/i_love_you_man","","False","Empire Magazine","Fresh","3/5","2009-04-17","An amusing scenario gets a big boost from winning performances all round.",NA,6,1,0.0117473793087968
"m/i_love_you_man","","False","Daily Record (UK)","Fresh","3/5","2009-04-21","Billed as a comedy 'bromance' I Love You, Man is an irreverent, stupid, at times touching, and very funny film about male bonding.",NA,6,1,0.0117473793087968
"m/i_love_you_phillip_morris","","False","Film School Rejects","Fresh","","2009-05-19","A warped and hilarious film, one with an abundance of liveliness and style. It's not perfect, but it sure is fun and engaging.",NA,NA,1,NA
"m/i_love_you_phillip_morris","","False","Empire Magazine","Fresh","4/5","2010-03-15","One of the funniest films of the year, this is a wonderful mix of old-school Carrey outrageousness with a genuinely touching "" and very modern "" love story.",NA,8,1,0.877255681632622
"m/i_love_you_phillip_morris","","False","Total Film","Fresh","3/5","2010-03-16","Hugely entertaining in fits and starts, thanks to the flash and sass of Carrey's catch-me-if-you-can antics.",NA,6,1,0.0117473793087968
"m/i_love_you_phillip_morris","","False","Daily Express (UK)","Fresh","","2010-03-22","Please see it.",NA,NA,1,NA
"m/i_love_you_phillip_morris","","False","Daily Record (UK)","Fresh","3/5","2010-04-02","It's being marketed mostly as a comedy - and it's packed with genuine laugh-out-loud gags.",NA,6,1,0.0117473793087968
"m/i_love_you_phillip_morris","","True","St. Louis Post-Dispatch","Fresh","","2011-01-31","Jim Carrey is the narrator... transforming what could have been a cliched con man comedy, generic Jim Carrey-character comedy or run-of-the-mill gay coming-out comedy into something smarter, sweeter and downright giddy.",NA,NA,1,NA
"m/i_love_you_to_death","","True","Entertainment Weekly","Rotten","","1990-04-06","","D+",1.5,0,-1.93564630091981
"m/i_married_a_witch","","False","TV Guide","Fresh","4.5/5","2003-07-30","An accomplished confection, Witch is required Halloween viewing.",NA,9,1,1.31000983279453
"m/i_o_u_s_a","","True","Miami Herald","Fresh","3/4","2008-08-22","Documentarian Patrick Creadon does a nice job of making the daunting math and economic theories associated with our national debt accessible.",NA,7.5,1,0.660878606051666
"m/i_o_u_s_a","","True","St. Louis Post-Dispatch","Rotten","2.5/4","2008-08-22","",NA,6.25,0,0.119935917099275
"m/i_remember_mama","","False","Film4","Fresh","","2003-05-24","It's not just the turn-of-the-century setting that gives this warm-hearted film an old-fashioned feel, rather it's the values it celebrates.",NA,NA,1,NA
"m/i_remember_mama","","False","TV Guide","Fresh","4/4","2007-11-13","A delicate charmer, sometimes precious, but nonetheless fine.",NA,10,1,1.74276398395645
"m/i_served_the_king_of_england","","True","Entertainment Weekly","Fresh","","2008-08-29","","B",6,1,0.0117473793087968
"m/i_served_the_king_of_england","","False","National Post","Fresh","3/4","2008-10-18","",NA,7.5,1,0.660878606051666
"m/i_spit_on_your_grave","","False","Bullz-Eye.com","Rotten","1/5","2011-02-12","Where the original really comes crashing down into a heap of garbage, though, is in the revenge angle.",NA,2,0,-1.71926922533885
"m/i_spy","","False","E! Online","Rotten","","2002-11-01","Cloaking device or not, expect this movie to be all but invisible at the box office.","C-",2,0,-1.71926922533885
"m/i_spy","","False","Christian Science Monitor","Rotten","1.5/4","2002-11-02","",NA,3.75,0,-0.961949460805507
"m/i_spy","","False","Film Threat","Fresh","3/5","2002-12-08","",NA,6,1,0.0117473793087968
"m/i_spy","","False","Empire Magazine","Fresh","4/5","2003-06-01","",NA,8,1,0.877255681632622
"m/i_spy","","False","Film Threat","Fresh","3/5","2005-12-06","",NA,6,1,0.0117473793087968
"m/i_spy","","False","Film Threat","Rotten","2/5","2005-12-06","",NA,4,0,-0.853760923015028
"m/i_still_know_what_you_did_last_summer","","True","Entertainment Weekly","Rotten","","1998-11-13","","C",3,0,-1.28651507417694
"m/i_think_i_love_my_wife","","False","Baltimore Sun","Rotten","","2007-03-17","","C",3,0,-1.28651507417694
"m/i_think_i_love_my_wife","","False","Bullz-Eye.com","Rotten","1.5/5","2007-03-17","",NA,3,0,-1.28651507417694
"m/i_vitelloni","","False","TV Guide","Fresh","4/4","2006-08-29","This semiautobiographical work by Federico Fellini was the first film to bring him a measure of world attention.",NA,10,1,1.74276398395645
"m/i_walked_with_a_zombie","","False","TV Guide","Fresh","5/5","2000-01-01","An unqualified horror masterpiece.",NA,10,1,1.74276398395645
"m/i_want_to_live","","False","TV Guide","Fresh","4.5/5","2003-07-30","",NA,9,1,1.31000983279453
"m/i_was_a_teenage_zombie","","False","TV Guide","Rotten","1.5/4","2008-01-11","Although cheap and juvenile, I Was A Teenage Zombie is amusing enough for those who enjoy the goofy films that turn up at midnight shows.",NA,3.75,0,-0.961949460805507
"m/i_went_down","","True","Globe and Mail","Fresh","3/4","2002-04-12","",NA,7.5,1,0.660878606051666
"m/i_wish_2012","","False","Daily Express (UK)","Fresh","4/5","2013-02-08","Sweet without being sickly this matches a sunny view of family life with irresistible performances from real-life brothers.",NA,8,1,0.877255681632622
"m/ice_age","","False","BeatBoxBetty.com","Fresh","3.25/5","2002-03-15","Overall, not a bad weekend matinee for the whole family.",NA,6.5,1,0.228124454889753
"m/ice_age","","False","Hollywood.com","Fresh","3/4","2002-03-15","",NA,7.5,1,0.660878606051666
"m/ice_age","","False","E! Online","Fresh","","2002-03-15","The film's saving grace, though, comes from the individual charm of this distinct voicecast, who end up saving the day and teaching us age-old lessons in friendship.","B-",5,1,-0.421006771853116
"m/ice_age","","True","Atlanta Journal-Constitution","Rotten","","2002-11-28","Not as cute as it looks.","C+",4,0,-0.853760923015028
"m/ice_age","","False","Bullz-Eye.com","Rotten","2/5","2006-04-01","",NA,4,0,-0.853760923015028
"m/ice_age","","False","Film4","Fresh","","2008-09-09","Ice Age isn't in the same league as its DreamWorks and Pixar competitors, but it is an enjoyable and well executed film nonetheless.",NA,NA,1,NA
